,Ref,Title,Organization,Team_Name,Mapped_Team
914,I-317143,PRD~ABAP~srv-prd-as-3_PRD_30 : Bad Dialog Response Time,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
915,I-317068,PRD~ABAP~srv-prd-as-3_PRD_30 : Bad Dialog Response Time,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
916,I-316948,CENTREON : The service Disk-C on bastion-windows..local is in state CRITICAL,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
917,I-316789,PRD~ABAP~srv-prd-as-3_PRD_30 : Bad Dialog Response Time,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
918,I-316736,CENTREON : The service Load on srv-dev-as1..local is in state CRITICAL,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
919,I-316598,Alert of type [SubaccountCertificate] has been triggered by Cloud Connector,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
920,I-316539,PRD~ABAP~srv-prd-as-1_PRD_10 : Bad Dialog Response Time,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
921,I-316322,PRD~ABAP~srv-prd-as-1_PRD_10 : Bad Dialog Response Time,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
922,I-316318,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
923,I-316315,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
924,I-316224,CENTREON : The service Load on srv-dev-as1..local is in state CRITICAL,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
925,I-316188,PRD~ABAP : Update Processing,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
926,I-316100,Alert of type [SubaccountCertificate] has been triggered by Cloud Connector,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
927,I-316065,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
928,I-316061,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
929,I-315913,CENTREON : The service Disk-C on bastion-windows..local is in state CRITICAL,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
930,I-315817,QUA~ABAP : Batch Job Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
931,I-315789,Alert of type [SubaccountCertificate] has been triggered by Cloud Connector,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
932,I-315670,CENTREON : The service Disk-C on bastion-windows..local is in state CRITICAL,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
933,I-315663,DEV~ABAP : Update Processing,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
934,I-315631,CENTREON : The service Disk-C on bastion-windows..local is in state CRITICAL,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
935,I-315481,PRD~ABAP~srv-prd-as-1_PRD_10 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
936,I-315448,PRD~ABAP~srv-prd-as-2_PRD_20 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
937,I-315424,PRD~ABAP~srv-prd-as-2_PRD_20 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
938,I-315411,CENTREON : The service Disk-C on bastion-windows..local is in state CRITICAL,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
939,I-315405,PRD~ABAP~srv-prd-as-2_PRD_20 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
940,I-315404,PRD~ABAP~srv-prd-as-4_PRD_40 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
941,I-315382,PRD~ABAP~srv-prd-as-2_PRD_20 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
942,I-315378,PRD~ABAP~srv-prd-as-2_PRD_20 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
943,I-315375,PRD~ABAP~srv-prd-as-2_PRD_20 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
944,I-315368,PRD~ABAP~srv-prd-as-2_PRD_20 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
945,I-315366,PRD~ABAP~srv-prd-as-2_PRD_20 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
946,I-315361,PRD~ABAP~srv-prd-as-2_PRD_20 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
947,I-315360,PRD~ABAP~srv-prd-as-4_PRD_40 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
948,I-315359,PRD~ABAP~srv-prd-as-3_PRD_30 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
949,I-315338,Alert of type [Version] has been triggered by Cloud Connector,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
950,I-315274,PRD~ABAP~srv-prd-as-3_PRD_30 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
951,I-315273,PRD~ABAP~srv-prd-as-4_PRD_40 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
952,I-315224,PRD~ABAP~srv-prd-as-1_PRD_10 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
953,I-315206,PRD~ABAP : Update Processing,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
954,I-315199,PRD~ABAP~srv-prd-as-4_PRD_40 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
955,I-315198,PRD~ABAP~srv-prd-as-3_PRD_30 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
956,I-315195,PRD~ABAP~srv-prd-as-4_PRD_40 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
957,I-315194,PRD~ABAP : Update Processing,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
958,I-315190,PRD~ABAP~srv-prd-as-3_PRD_30 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
959,I-315188,PRD~ABAP~srv-prd-as-4_PRD_40 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
960,I-315187,PRD~ABAP~srv-prd-as-3_PRD_30 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
961,I-315186,PRD~ABAP~srv-prd-as-4_PRD_40 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
962,I-315185,PRD~ABAP~srv-prd-as-4_PRD_40 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
963,I-315184,PRD~ABAP~srv-prd-as-3_PRD_30 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
964,I-315141,PRD~ABAP~srv-prd-as-3_PRD_30 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
965,I-315140,PRD~ABAP~srv-prd-as-4_PRD_40 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
966,I-315070,PRD~ABAP~srv-prd-as-3_PRD_30 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
967,I-315069,PRD~ABAP~srv-prd-as-4_PRD_40 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
968,I-315018,PRD~ABAP~srv-prd-as-1_PRD_10 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
969,I-315014,PRD~ABAP~srv-prd-as-1_PRD_10 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
970,I-315013,PRD~ABAP~srv-prd-as-2_PRD_20 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
971,I-315012,PRD~ABAP~srv-prd-as-1_PRD_10 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
972,I-315010,PRD~ABAP~srv-prd-as-2_PRD_20 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
973,I-314978,PRD~ABAP~srv-prd-as-1_PRD_10 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
974,I-314973,CENTREON : The service Load on srv-itg-as-1..local is in state CRITICAL,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
975,I-314967,PRD~ABAP~srv-prd-as-2_PRD_20 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
976,I-314952,PRD~ABAP~srv-prd-as-2_PRD_20 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
977,I-314948,PRD~ABAP~srv-prd-as-1_PRD_10 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
978,I-314941,PRD~ABAP~srv-prd-as-2_PRD_20 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
979,I-314940,PRD~ABAP~srv-prd-as-1_PRD_10 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
980,I-314934,PRD~ABAP~srv-prd-as-2_PRD_20 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
981,I-314925,PRD~ABAP~srv-prd-as-2_PRD_20 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
982,I-314924,PRD~ABAP~srv-prd-as-1_PRD_10 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
983,I-314917,PRD~ABAP~srv-prd-as-2_PRD_20 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
984,I-314842,PRD~ABAP~srv-prd-as-1_PRD_10 : Bad Dialog Response Time,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
985,I-314818,PRD~ABAP : Update Processing,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
986,I-314809,PRD~ABAP~srv-prd-as-4_PRD_40 : ABAP Instance not available,Als,[GDC_WW]_OneOps,[GDC_WW]_OneOps
987,I-314808,PRD~ABAP~srv-prd-as-3_PRD_30 : ABAP Instance not available,Als,[GDC_WW]_OneOps,[GDC_WW]_OneOps
988,I-314805,PRD~ABAP~srv-prd-as-4_PRD_40 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
989,I-314804,PRD~ABAP~srv-prd-as-3_PRD_30 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
990,I-314800,PRD~ABAP~srv-prd-as-4_PRD_40 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
991,I-314799,PRD~ABAP~srv-prd-as-3_PRD_30 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
992,I-314791,PRD~ABAP~srv-prd-as-3_PRD_30 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
993,I-314790,PRD~ABAP~srv-prd-as-4_PRD_40 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
994,I-314788,PRD~ABAP~srv-prd-as-1_PRD_10 : Bad Dialog Response Time,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
995,I-314780,PRD~ABAP~srv-prd-as-4_PRD_40 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
996,I-314779,PRD~ABAP~srv-prd-as-3_PRD_30 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
997,I-314559,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
998,I-314554,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
999,I-314501,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1000,I-314500,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1001,I-314446,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1002,I-314444,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1003,I-314280,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1004,I-314271,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1005,I-314213,JOL~JAVA~Central Service Instance : Java Central Service not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1006,I-314171,SOL~ABAP~srv-prd-solm1_SOL_00 : Bad Dialog Response Time,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1007,I-313630,SOL~ABAP~srv-prd-solm1_SOL_00 : Bad Dialog Response Time,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1008,I-313172,CENTREON : The service Disk-/sybase/SOL on srv-prd-solm1..local is in state CRITICAL,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1009,I-313061,PRD~ABAP~srv-prd-as-3_PRD_30 : Bad Dialog Response Time,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1010,I-313030,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1011,I-313027,PRD~ABAP~srv-prd-as-4_PRD_40 : Bad Dialog Response Time,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1012,I-313026,PRD~ABAP~srv-prd-as-3_PRD_30 : Bad Dialog Response Time,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1013,I-313022,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1014,I-313001,PRD~ABAP~srv-prd-as-3_PRD_30 : Bad Dialog Response Time,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1015,I-312978,PRD~ABAP : Update Processing,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1016,I-312972,PRD~ABAP~srv-prd-as-4_PRD_40 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1017,I-312971,PRD~ABAP~srv-prd-as-3_PRD_30 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1018,I-312341,QUA~ABAP~srv-qua-as-1_QUA_00 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1019,I-312251,Alert of type [CPU] has been triggered by Cloud Connector,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1020,I-312250,Alert of type [CPU] has been triggered by Cloud Connector,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1021,I-312015,Alert of type [CPU] has been triggered by Cloud Connector,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1022,I-312014,Alert of type [CPU] has been triggered by Cloud Connector,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1023,I-312006,Alert of type [CPU] has been triggered by Cloud Connector,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1024,I-312005,Alert of type [CPU] has been triggered by Cloud Connector,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1025,I-311847,Alert of type [CPU] has been triggered by Cloud Connector,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1026,I-311845,Alert of type [CPU] has been triggered by Cloud Connector,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1027,I-311758,Alert of type [CPU] has been triggered by Cloud Connector,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1028,I-311757,Alert of type [CPU] has been triggered by Cloud Connector,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1029,I-311706,SOL~ABAP~srv-prd-solm1_SOL_00 : Bad Dialog Response Time,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1030,I-311676,H4P00001 : New OOM Trace Files,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1031,I-311547,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1032,I-311542,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1033,I-311467,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1034,I-311463,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1035,I-311425,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1036,I-311420,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1037,I-311283,H4P00001 : New OOM Trace Files,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1038,I-311203,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1039,I-311198,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1040,I-311194,H4P00001 : New OOM Trace Files,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1041,I-311151,URGENT : probleme perf,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1042,I-311117,SOL~ABAP~srv-prd-solm1_SOL_00 : Bad Dialog Response Time,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1043,I-311047,CENTREON : The service Load on srv-dev-as1..local is in state CRITICAL,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1044,I-310983,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1045,I-310972,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1046,I-310959,CENTREON : The service Cpu on srv-dev-as1..local is in state CRITICAL,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1047,I-310943,CENTREON : The service Load on srv-dev-as1..local is in state CRITICAL,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1048,I-310719,JOL : ASE Data Space,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1049,I-310673,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1050,I-310669,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1051,I-310448,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1052,I-310445,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1053,I-310435,SOL~ABAP~srv-prd-solm1_SOL_00 : Bad Dialog Response Time,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1054,I-310212,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1055,I-310210,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1056,I-310114,srv-prd-cs-1 : SAP Host Agent not running,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1057,I-310108,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1058,I-310105,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1059,I-310040,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1060,I-310036,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1061,I-309884,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1062,I-309878,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1063,I-309874,srv-prd-solm1 : File System Full,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1064,I-309850,#NAME?,Als,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
1065,I-309838,QUA~ABAP : Update Processing,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1066,I-309210,SOL~ABAP~srv-prd-solm1_SOL_00 : Bad Dialog Response Time,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1067,I-308766,PRD~ABAP~srv-prd-as-4_PRD_40 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1068,I-308765,PRD~ABAP~srv-prd-as-5_PRD_50 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1069,I-308764,PRD~ABAP~Central Service Instance : ABAP Central Service not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1070,I-308763,PRD~ABAP~srv-prd-as-3_PRD_30 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1071,I-308762,PRD~ABAP~srv-prd-as-6_PRD_60 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1072,I-308562,CENTREON : The service Disk-C on bastion-windows..local is in state CRITICAL,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1073,I-308348,CENTREON : The service Disk-C on bastion-windows..local is in state CRITICAL,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1074,I-308158,DEV~ABAP : Update Processing,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1075,I-308157,PRD~ABAP : Update Processing,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1076,I-308146,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1077,I-308137,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1078,I-308083,PRD~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1079,I-307981,QUA~ABAP~srv-qua-as-1_QUA_00 : Errors in ABAP System Log,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1080,I-307904,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1081,I-307899,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1082,I-307844,QUA~ABAP : Batch Job Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1083,I-307836,QUA~ABAP : Batch Job Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1084,I-307833,QUA~ABAP : Batch Job Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1085,I-307827,QUA~ABAP : Batch Job Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1086,I-307822,QUA~ABAP : Batch Job Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1087,I-307812,QUA~ABAP : Batch Job Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1088,I-307810,QUA~ABAP : Batch Job Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1089,I-307805,QUA~ABAP : Batch Job Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1090,I-307797,QUA~ABAP : Batch Job Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1091,I-307787,QUA~ABAP : Batch Job Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1092,I-307779,QUA~ABAP : Batch Job Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1093,I-307776,QUA~ABAP : Batch Job Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1094,I-307769,QUA~ABAP : Batch Job Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1095,I-307692,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1096,I-307690,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1097,I-307607,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1098,I-307605,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1099,I-307564,ITG~ABAP : Update Processing,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1100,I-307558,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1101,I-307552,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1102,I-307462,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1103,I-307459,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1104,I-307455,QUA~ABAP : ABAP System not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1105,I-307454,QUA~ABAP~srv-qua-as-1_QUA_00 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1106,I-307377,PRD~ABAP~Central Service Instance : ABAP Central Service not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1107,I-307376,PRD~ABAP~srv-prd-as-2_PRD_20 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1108,I-307375,PRD~ABAP~srv-prd-as-1_PRD_10 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1109,I-307372,ITG~ABAP~srv-itg-as-1_DEV_00 : ABAP Instance not available,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1110,I-307285,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1111,I-307282,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1112,I-307111,ITG~ABAP : IDoc Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1113,I-307110,QUA~ABAP : Batch Job Errors,Als,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
