,Ref,Title,Organization,Team_Name,Mapped_Team
5954,I-288848,DH1 : Database Host Status,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5955,I-288844,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5956,I-288840,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5957,I-288830,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5958,I-288818,CENTREON : The service Swap on apac-srv-ad01..info is in state CRITICAL,Sefi,[GDC_US]_DbOps,[GDC_US]_DbOps
5959,I-288815,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5960,I-288811,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5961,I-288808,CENTREON : The service Backup-Data on ltosv0112..info_PT2_PH1 is in state CRITICAL,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
5962,I-288796,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5963,I-288795,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5964,I-288794,DT2 : Database Unavailable,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5965,I-288793,DH1 : Database Unavailable,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5966,I-288790,DAD : MSSQL Database not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5967,I-288784,CENTREON : The service Ping on SFI-FW-FG81F-US..info is in state CRITICAL,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
5968,I-288746,CENTREON : The host SFI-FW-FG60E-DUBAI..info is in state DOWN,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
5969,I-288717,deactivate David Yim <David.YIM@.com> access,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5970,I-288711,CENTREON : The service VPN_GF_UK-1 on SFI-FW-VM4FRAZ-FGTP..info is in state CRITICAL,Sefi,[GDC_FR]_SecOps,[GDC_FR]_SecOps
5971,I-288707,CENTREON : The host ltosv0152..info is in state DOWN,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
5972,I-288706,CENTREON : The host ltosv0153..info is in state DOWN,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
5973,I-288704,Bitlocker revovery key,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5974,I-288699,DH1 : Database Host Status,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5975,I-288698,DH1 : Services Status,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5976,I-288697,DT2 : Database Host Status,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5977,I-288696,DT2 : Services Status,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5978,I-288694,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5979,I-288668,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5980,I-288661,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5981,I-288658,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5982,I-288657,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5983,I-288655,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5984,I-288650,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5985,I-288634,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5986,I-288633,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5987,I-288631,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5988,I-288630,DT2 : Database Unavailable,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5989,I-288629,DH1 : Database Unavailable,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5990,I-288622,DAD : MSSQL Database not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5991,I-288616,D01~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5992,I-288595,Pas de verrouillage automatique du PC de Mme CHEVILLON,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5993,I-288589,CENTREON : The host ltosv0166..info_central is in state DOWN,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
5994,I-288555,www..com is down,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
5995,I-288506,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5996,I-288502,DH1 : Database Host Status,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5997,I-288501,DH1 : Services Status,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5998,I-288500,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5999,I-288494,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6000,I-288487,SFI-SRV-SQL2014 backup is failed:,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
6001,I-288464,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6002,I-288451,CENTREON : The host ltosv0174..info is in state DOWN,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
6003,I-288442,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6004,I-288437,CENTREON : The service SEAL-Status on ltosv0136..info is in state CRITICAL,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
6005,I-288436,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6006,I-288435,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6007,I-288433,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6008,I-288428,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6009,I-288425,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6010,I-288421,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6011,I-288416,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6012,I-288414,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6013,I-288407,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6014,I-288402,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6015,I-288400,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6016,I-288395,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6017,I-288391,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6018,I-288384,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6019,I-288380,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6020,I-288372,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6021,I-288369,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6022,I-288367,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6023,I-288362,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6024,I-288332,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6025,I-288313,CENTREON : The service Uptime on ltosv0174..info is in state CRITICAL,Sefi,[GDC_FR]_SysOps - Unix,[GDC_WW]_ITOps - [GDC_WW]_ITOps - GDU_Infra_2
6026,I-288301,CENTREON : The service Uptime on ltosv0137..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
6027,I-288262,CENTREON : The host SFI-FW-FG-60F-JAPAN..info is in state DOWN,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
6028,I-288261,CENTREON : The service Ping on SFI-FW-FG-60F-JAPAN..info is in state CRITICAL,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
6029,I-288252,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6030,I-288251,CENTREON : The service Load on ltosv0137..info is in state CRITICAL,Sefi,[GDC_FR]_SysOps - Unix,[GDC_WW]_ITOps - [GDC_WW]_ITOps - GDU_Infra_2
6031,I-288250,CENTREON : The service Load on ltosv0137..info is in state CRITICAL,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
6032,I-288247,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6033,I-288242,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6034,I-288240,CENTREON : The service Load on ltosv0137..info is in state CRITICAL,Sefi,[GDC_FR]_SysOps - Unix,[GDC_WW]_ITOps - [GDC_WW]_ITOps - GDU_Infra_2
6035,I-288236,CENTREON : The service Uptime on ltosv0174..info is in state CRITICAL,Sefi,[GDC_FR]_SysOps - Unix,[GDC_WW]_ITOps - [GDC_WW]_ITOps - GDU_Infra_2
6036,I-288231,CENTREON : The service Uptime on ltosv0137..info is in state CRITICAL,Sefi,[GDC_FR]_SysOps - Unix,[GDC_WW]_ITOps - [GDC_WW]_ITOps - GDU_Infra_2
6037,I-288226,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6038,I-288224,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6039,I-288222,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6040,I-288218,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6041,I-288217,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6042,I-288216,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6043,I-288215,DH1 : Database Unavailable,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6044,I-288214,DT2 : Database Unavailable,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6045,I-288213,DAD : MSSQL Database not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6046,I-288161,VM LTOSV0173 backup is failed:,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
6047,I-288124,ProblÃ¨me de rÃ©ception de mail.,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
6048,I-288099,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6049,I-288092,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6050,I-288080,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6051,I-288067,CENTREON : The service Uptime on ltosv0174..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
6052,I-288065,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6053,I-288054,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6054,I-288053,DT2 : Database Unavailable,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6055,I-288052,DH1 : Database Unavailable,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6056,I-288049,DAD : MSSQL Database not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6057,I-288007,3 fois sons alternatifs toutes les 20 secondes,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
6058,I-288005,Ecran noir a chaque fois,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
6059,I-287971,CENTREON : The service VPN_SF_DEERFIELD on SFI-FW-VM4FRAZ-FGTP..info is in state CRITICAL,Sefi,[GDC_FR]_SecOps,[GDC_FR]_SecOps
6060,I-287970,authentifiction problem still open,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
6061,I-287925,Compte SAP vÃ©rouiller :P1LIGN1,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
6062,I-287918,DH1 : Services Status,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6063,I-287917,DH1 : Database Host Status,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6064,I-287916,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6065,I-287912,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6066,I-287904,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6067,I-287899,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6068,I-287896,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6069,I-287880,CENTREON : The service Load on ltosv0174..info is in state CRITICAL,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
6070,I-287872,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6071,I-287867,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6072,I-287866,CENTREON : The service Uptime on ltosv0174..info is in state CRITICAL,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
6073,I-287865,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6074,I-287861,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6075,I-287858,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6076,I-287856,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6077,I-287853,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6078,I-287852,DT2 : Database Unavailable,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6079,I-287851,DH1 : Database Unavailable,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6080,I-287848,DAD : MSSQL Database not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6081,I-287838,CENTREON : The host SFI-FW-FG90D-US..info is in state DOWN,Sefi,[GDC_FR]_Network_Security,[GDC_FR]_Network_Security
6082,I-287781,Probleme de connexion sur serveur,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
6083,I-287757,ProblÃ¨me d'impression et plus accÃ¨s au lecteur rÃ©seau,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
6084,I-287748,Probleme avec OneDrive,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
6085,I-287745,Plus accÃ¨s au rÃ©seau WIFI,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
6086,I-287743,Fichier excel ne se sync pas sur le reseau,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
6087,I-287687,ProblÃ¨me d'affichage,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
6088,I-287617,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6089,I-287615,DH1 : Database Unavailable,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6090,I-287614,DT2 : Database Unavailable,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6091,I-287609,DAD : MSSQL Database not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6092,I-287586,RÃ©initialiser mdp,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
6093,I-287568,Probleme de connexion apres avoir changer mdp,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
6094,I-287564,Probleme de connexion sur SAP,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
6095,I-287532,L'ordinateur portable ne s'allume pas,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
6096,I-287531,Probleme de lenteur PC + logicile PAO,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
6097,I-287493,Probleme de connexion WiFi,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
6098,I-287477,AperÃ§u photos,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
6099,I-287454,Impossible d'afficher les fiches techniques sur SAP PC PROD,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
6100,I-287452,Impossible de connecter Ã la boite de messagerie,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
6101,I-287450,Plus accÃ¨s au WIFI,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
6102,I-287441,DH1 : Services Status,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6103,I-287440,DH1 : Database Host Status,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6104,I-287438,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6105,I-287434,DW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6106,I-287434,DT2 : Database Unavailable,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6107,I-287434,GL0 : MSSQL Database not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6108,I-382082,CENTREON : The service HTTP-ContentCheck_CSQ on ltosv0173_CSQ is in state CRITICAL,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6109,I-382081,CENTREON : The service HTTP-ContentCheck_CSP on ltosv0173_CSP is in state CRITICAL,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6110,I-382089,CENTREON : The service HTTP-ContentCheck_SAP on ltosv0173_CSQ is in state CRITICAL,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6111,I-382087,CENTREON : The service HTTP-ContentCheck_SOL on ltosv0173_CSP is in state CRITICAL,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6112,I-382083,CENTREON : The service MaxDB-Status on ltosv0173_CSP is in state CRITICAL,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6113,I-382086,CENTREON : The service MaxDB-Status on ltosv0173_CSQ is in state CRITICAL,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6114,I-3820837,CENTREON : The service MaxDB-Status on ltosv0173_SOL is in state CRITICAL,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6115,I-3820839,CENTREON : The service MaxDB-Status on ltosv0173_dP is in state CRITICAL,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6116,I-396305,ProblÃ¨me KEP,Sefi,[GDC_FR]_SecOps,[GDC_FR]_SecOps
6117,I-326713,TR: CENTREON : The service tcp-135 on par-mgt-tw04..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
6118,I-326714,TR: CENTREON : The service tcp-135 on par-mgt-tw03..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
6119,I-326717,TR: CENTREON : The service tcp-135 on lan-srpaco02..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
6120,I-326711,TR: CENTREON : The service SAP-CCMS_RFC_Destination_RFCSCALE on E1P..corp is in state CRITICAL,LGP,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6121,I-326707,TR: CENTREON : The service SAP-CCMS_RFC_Destination_LSINFA on E1P..corp is in state CRITICAL,LGP,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6122,I-326705,TR: CENTREON : The service SAP-CCMS_RFC_Destination_LS_RTDLVF on E1P..corp is in state CRITICAL,LGP,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6123,I-326710,TR: CENTREON : The service SAP-CCMS_RFC_Destination_LS_RTDLV on E1P..corp is in state CRITICAL,LGP,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6124,I-326706,TR: CENTREON : The service SAP-CCMS_RFC_Destination_LS_PRTSHP on E1P..corp is in state CRITICAL,LGP,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6125,I-326709,TR: CENTREON : The service SAP-CCMS_RFC_Destination_LS_PRTORD on E1P..corp is in state CRITICAL,LGP,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6126,I-326708,TR: CENTREON : The service SAP-CCMS_RFC_Destination_LS_PRTFDJ on E1P..corp is in state CRITICAL,LGP,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6127,I-326718,TR: CENTREON : The service Nsclient-Port on par-mgt-tw04..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
6128,I-326719,TR: CENTREON : The service Nsclient-Port on par-mgt-tw03..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
6129,I-326715,TR: CENTREON : The service Nsclient-Port on lan-srpaco02..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
6130,I-303541,TMS & WAMAS,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
6131,I-326849,RFC Down LSINFA,LGP,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6132,I-356868,RE: [] E1P - J1P | Certificate to be expired,LGP,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6133,I-301796,ProblÃ¨me critique sur nos serveurs PRD TMS (outil de transport) - Site de production SEGRE,LGP,[GDC_FR]_DbOps,[GDC_FR]_DbOps
6134,I-305712,Lien MPLS US KO depuis 10h23 - 15-11-2023,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
6135,I-289762,Expired Password (ots-golamhsen-srm),LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
6136,I-289561,Disk-/dev/sda2 & disk-/dev/sda5 - not in a good sate,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
6137,I-352760,CENTREON: multiple services on par-prd-vc01..corp are in state UNKNOWN,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
6138,I-287475,CENTREON : The service WebDispatcher on srwineccpp3..corp is in state UNKNOWN,LGP,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
6139,I-326768,CENTREON : The service Vm-Snapshot-Global on par-prd-vc01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
6140,I-317070,CENTREON : The service Vm-Snapshot-Global on par-prd-vc01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
6141,I-316163,CENTREON : The service Vm-Snapshot-Global on par-prd-vc01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
6142,I-311652,CENTREON : The service Vm-Snapshot-Global on par-prd-vc01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
6143,I-310397,CENTREON : The service Vm-Snapshot-Global on par-prd-vc01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
6144,I-307587,CENTREON : The service Vm-Snapshot-Global on par-prd-vc01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
6145,I-306520,CENTREON : The service Vm-Snapshot-Global on par-prd-vc01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
6146,I-299677,CENTREON : The service Vm-Snapshot-Global on par-prd-vc01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
6147,I-296878,CENTREON : The service Vm-Snapshot-Global on par-prd-vc01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
6148,I-292350,CENTREON : The service Vm-Snapshot-Global on par-prd-vc01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
